price,rating,reviews,room_type,accommodates,bedrooms,minimum_stay,neighborhood,district,walk_score,transit_score,bike_score
55,4.5,12,Private room,2,1,2,Uptown,Far North,91,79,82
65,5,15,Private room,2,1,2,Uptown,Far North,91,79,82
81,5,43,Private room,2,1,3,Uptown,Far North,91,79,82
26,4.5,4,Shared room,1,1,1,Uptown,Far North,91,79,82
55,5,3,Private room,1,1,2,Uptown,Far North,91,79,82
250,5,15,Entire home/apt,8,3,2,Uptown,Far North,91,79,82
109,5,3,Private room,2,1,1,Uptown,Far North,91,79,82
65,4.5,20,Private room,3,1,NA,Uptown,Far North,91,79,82
70,5,13,Private room,2,1,3,Uptown,Far North,91,79,82
199,5,28,Entire home/apt,6,2,NA,Uptown,Far North,91,79,82
190,4.5,20,Entire home/apt,8,3,3,Uptown,Far North,91,79,82
220,4.5,38,Entire home/apt,9,2,2,Uptown,Far North,91,79,82
70,4.5,27,Private room,2,1,3,Uptown,Far North,91,79,82
148,5,23,Entire home/apt,5,3,NA,Uptown,Far North,91,79,82
45,5,4,Entire home/apt,6,4,1,Uptown,Far North,91,79,82
67,4,12,Private room,2,1,1,Uptown,Far North,91,79,82
650,4.5,6,Entire home/apt,9,4,2,Uptown,Far North,91,79,82
85,5,49,Private room,2,1,2,Uptown,Far North,91,79,82
72,4.5,33,Private room,2,1,1,Uptown,Far North,91,79,82
145,5,24,Entire home/apt,6,2,2,Uptown,Far North,91,79,82
190,4.5,20,Entire home/apt,8,3,3,Uptown,Far North,91,79,82
46,5,19,Private room,2,1,1,Uptown,Far North,91,79,82
50,5,5,Private room,2,1,1,Uptown,Far North,91,79,82
95,4.5,3,Entire home/apt,2,1,1,Uptown,Far North,91,79,82
159,5,7,Entire home/apt,5,2,2,Uptown,Far North,91,79,82
399,5,13,Entire home/apt,6,2,NA,Uptown,Far North,91,79,82
119,5,29,Entire home/apt,6,2,2,Uptown,Far North,91,79,82
55,4.5,35,Private room,2,1,1,Uptown,Far North,91,79,82
60,4.5,13,Private room,2,1,1,Uptown,Far North,91,79,82
180,5,126,Private room,6,1,1,Uptown,Far North,91,79,82
150,5,24,Entire home/apt,4,1,2,Uptown,Far North,91,79,82
90,5,77,Private room,2,1,2,Uptown,Far North,91,79,82
150,4.5,17,Entire home/apt,8,3,3,Uptown,Far North,91,79,82
68,5,72,Private room,2,1,NA,Uptown,Far North,91,79,82
85,5,3,Entire home/apt,4,1,1,Uptown,Far North,91,79,82
150,5,14,Entire home/apt,4,2,3,Uptown,Far North,91,79,82
86,4.5,61,Entire home/apt,2,0,1,Uptown,Far North,91,79,82
85,5,5,Private room,2,1,2,Uptown,Far North,91,79,82
38,5,8,Private room,1,1,3,Uptown,Far North,91,79,82
100,5,40,Private room,2,1,1,Uptown,Far North,91,79,82
75,5,7,Private room,2,1,1,Uptown,Far North,91,79,82
499,5,11,Entire home/apt,8,3,NA,Uptown,Far North,91,79,82
90,5,5,Entire home/apt,3,1,1,Uptown,Far North,91,79,82
75,5,39,Private room,2,1,2,Uptown,Far North,91,79,82
466,5,15,Entire home/apt,8,3,NA,Uptown,Far North,91,79,82
74,5,189,Private room,2,1,3,Uptown,Far North,91,79,82
55,4.5,6,Private room,2,1,2,Uptown,Far North,91,79,82
90,5,27,Entire home/apt,2,1,2,Uptown,Far North,91,79,82
80,5,7,Private room,2,1,2,Uptown,Far North,91,79,82
130,4.5,12,Entire home/apt,8,2,3,Uptown,Far North,91,79,82
100,5,101,Private room,2,1,2,Uptown,Far North,91,79,82
